Work Order ID,Customer Order Number,Facility Name,Bulk ID,House Way Bill,Distribution Center,Mid-Mile Booked Date,Mid-Mile Ship Date,Mid-Mile Land Date,Mid-Mile POD,Work Order Status,Last Mile Receiving Status
000005O6THAN4000004000,1000118824,LAST MILE HUB MINNEAPOLIS,020121-BULKXPOMSP,736895,SAN FRANCISCO,2/1/2021 1:21:04 PM -05:00,2/9/2021,2/11/2021 12:00 AM,TRUE,Completed,Shipped
000005LGM1CJ4000006000,1000116784,LAST MILE HUB NEW ORLEANS,020121-BULKXPOMSY,737104,SAN FRANCISCO,2/1/2021 1:24:15 PM -05:00,2/10/2021,2/17/2021 12:00 AM,TRUE,Completed,Shipped
000005LH0B4H6000006000,1000116070,LAST MILE HUB NEW ORLEANS,020121-BULKXPOMSY,737104,SAN FRANCISCO,2/1/2021 10:27:01 AM -05:00,2/10/2021,2/17/2021 12:00 AM,TRUE,Completed,Shipped
000005LGNOD2K000004000,1000110652-RMA,LAST MILE HUB OKLAHOMA CITY,020121-BULKXPOOKC,737157,SAN FRANCISCO,2/1/2021 10:47:02 AM -05:00,2/10/2021,2/22/2021 12:00 AM,TRUE,Cancelled,Not Received
000005LGOAM6I000004000,1000096110-RMA2,LAST MILE HUB OKLAHOMA CITY,020121-BULKXPOOKC,737157,SAN FRANCISCO,2/1/2021 11:45:48 AM -05:00,2/10/2021,2/22/2021 12:00 AM,TRUE,Cancelled,Not Received
000005LGSASSE000002000,1000118176,LAST MILE HUB OKLAHOMA CITY,020121-BULKXPOOKC,737157,SAN FRANCISCO,2/1/2021 2:25:11 PM -05:00,2/10/2021,2/22/2021 12:00 AM,TRUE,Completed,Shipped
000005LGVOQKO000004000,1000114937,LAST MILE HUB OKLAHOMA CITY,020121-BULKXPOOKC,737157,SAN FRANCISCO,2/1/2021 2:37:06 PM -05:00,2/10/2021,2/22/2021 12:00 AM,TRUE,Completed,Shipped
000005LGVORJS000002000,1000114937,LAST MILE HUB OKLAHOMA CITY,020121-BULKXPOOKC,737157,SAN FRANCISCO,2/1/2021 2:37:06 PM -05:00,2/10/2021,2/22/2021 12:00 AM,TRUE,Completed,Shipped
000005R3EE94G000006000,1000114937,LAST MILE HUB OKLAHOMA CITY,020121-BULKXPOOKC,737157,SAN FRANCISCO,2/1/2021 2:37:06 PM -05:00,2/10/2021,2/22/2021 12:00 AM,TRUE,Open,Fully Received
000005LGSAT2E000004000,1000117619,LAST MILE HUB OMAHA,020121-BULKXPOOMA,737080,SAN FRANCISCO,2/1/2021 2:37:06 PM -05:00,2/10/2021,2/12/2021 12:00 AM,TRUE,Completed,Shipped
000005LGU1RHE000004000,1000116345,LAST MILE HUB OMAHA,020121-BULKXPOOMA,737080,SAN FRANCISCO,2/1/2021 2:37:06 PM -05:00,2/10/2021,2/12/2021 12:00 AM,TRUE,Completed,Shipped
000005LH0TK4E000002000,1000119292,LAST MILE HUB OMAHA,020121-BULKXPOOMA,737080,SAN FRANCISCO,2/1/2021 2:57:06 PM -05:00,2/10/2021,2/12/2021 12:00 AM,TRUE,Completed,Shipped
000005LGPFB16000004000,1000118795,LAST MILE HUB ONTARIO,020121-BULKXPOONT,736299,SAN FRANCISCO,2/1/2021 2:57:07 PM -05:00,2/4/2021,2/5/2021 12:00 AM,TRUE,Completed,Shipped
000005LGQ1L5K000004000,1000118656,LAST MILE HUB ONTARIO,020121-BULKXPOONT,736299,SAN FRANCISCO,2/1/2021 5:15:40 PM -05:00,2/4/2021,2/5/2021 12:00 AM,TRUE,Completed,Shipped
000005LGRORT2000004000,1000118133,LAST MILE HUB ONTARIO,020121-BULKXPOONT,736299,SAN FRANCISCO,2/1/2021 5:22:07 PM -05:00,2/4/2021,2/5/2021 12:00 AM,TRUE,Completed,Shipped
000005LGST9KK000006000,1000117501,LAST MILE HUB ONTARIO,020121-BULKXPOONT,736299,SAN FRANCISCO,2/1/2021 5:27:07 PM -05:00,2/4/2021,2/5/2021 12:00 AM,TRUE,Completed,Shipped
000005LGUK4EO000004000,1000116431,LAST MILE HUB ONTARIO,020121-BULKXPOONT,736299,SAN FRANCISCO,2/1/2021 5:27:07 PM -05:00,2/4/2021,2/5/2021 12:00 AM,TRUE,Completed,Shipped
000005LGUK5NS000002000,1000116029,LAST MILE HUB ONTARIO,020121-BULKXPOONT,736299,SAN FRANCISCO,2/1/2021 5:27:07 PM -05:00,2/4/2021,2/5/2021 12:00 AM,TRUE,Completed,Shipped
000005LGUK5TE000004000,1000114999,LAST MILE HUB ONTARIO,020121-BULKXPOONT,736299,SAN FRANCISCO,2/1/2021 5:27:07 PM -05:00,2/4/2021,2/5/2021 12:00 AM,TRUE,Completed,Shipped
000005LGV6F5M000004000,1000115528,LAST MILE HUB ONTARIO,020121-BULKXPOONT,736299,SAN FRANCISCO,2/1/2021 5:27:07 PM -05:00,2/4/2021,2/5/2021 12:00 AM,TRUE,Completed,Shipped
000005LGVORDM000006000,1000115228,LAST MILE HUB ONTARIO,020121-BULKXPOONT,736299,SAN FRANCISCO,2/1/2021 5:32:08 PM -05:00,2/4/2021,2/5/2021 12:00 AM,TRUE,Completed,Shipped
000005LGVP2II000002000,1000112440,LAST MILE HUB ONTARIO,020121-BULKXPOONT,736299,SAN FRANCISCO,2/1/2021 5:32:08 PM -05:00,2/4/2021,2/5/2021 12:00 AM,TRUE,Completed,Shipped
000005LH0B3RI000004000,1000119299,LAST MILE HUB ONTARIO,020121-BULKXPOONT,736299,SAN FRANCISCO,2/1/2021 5:32:08 PM -05:00,2/4/2021,2/5/2021 12:00 AM,TRUE,Completed,Shipped
000005LH0B4BQ000004000,1000112018,LAST MILE HUB ONTARIO,020121-BULKXPOONT,736299,SAN FRANCISCO,2/1/2021 5:32:08 PM -05:00,2/4/2021,2/5/2021 12:00 AM,TRUE,Completed,Shipped
000005LH0TFVI000002000,1000155193,LAST MILE HUB ONTARIO,020121-BULKXPOONT,736299,SAN FRANCISCO,2/1/2021 5:32:08 PM -05:00,2/4/2021,2/5/2021 12:00 AM,TRUE,Completed,Shipped
000005PBDDF8S000006000,1000116029,LAST MILE HUB ONTARIO,020121-BULKXPOONT,736299,SAN FRANCISCO,2/1/2021 5:37:08 PM -05:00,2/4/2021,2/5/2021 12:00 AM,TRUE,Completed,Shipped
000005Q54HR1U000006000,1000114999,LAST MILE HUB ONTARIO,020121-BULKXPOONT,736299,SAN FRANCISCO,2/1/2021 5:37:08 PM -05:00,2/4/2021,2/5/2021 12:00 AM,TRUE,Completed,Shipped
000005LGOT2KQ000004000,1000112058,LAST MILE HUB CHICAGO,020121-BULKXPOORD,TONAL1000118051,SAN FRANCISCO,2/1/2021 5:37:08 PM -05:00,,,FALSE,Completed,Shipped
000005LGQ1P7A000004000,1000119069,LAST MILE HUB CHICAGO,020121-BULKXPOORD,TONAL1000118051,SAN FRANCISCO,2/1/2021 5:37:08 PM -05:00,,,FALSE,Completed,Shipped
000005LGR6688000004000,1000118313,LAST MILE HUB CHICAGO,020121-BULKXPOORD,TONAL1000118051,SAN FRANCISCO,2/1/2021 5:37:08 PM -05:00,,,FALSE,Completed,Shipped
000005LGROQE2000006000,1000117940,LAST MILE HUB CHICAGO,020121-BULKXPOORD,TONAL1000118051,SAN FRANCISCO,2/1/2021 5:37:08 PM -05:00,,,FALSE,Completed,Shipped
000005LGROQV8000004000,1000118047,LAST MILE HUB CHICAGO,020121-BULKXPOORD,TONAL1000118051,SAN FRANCISCO,2/1/2021 5:37:08 PM -05:00,,,FALSE,Completed,Shipped
000005LGROR18000006000,1000117904,LAST MILE HUB CHICAGO,020121-BULKXPOORD,TONAL1000118051,SAN FRANCISCO,2/1/2021 5:42:07 PM -05:00,,,FALSE,Completed,Shipped
000005LGSAS3I000004000,1000117547,LAST MILE HUB CHICAGO,020121-BULKXPOORD,TONAL1000118051,SAN FRANCISCO,2/1/2021 5:42:07 PM -05:00,,,FALSE,Completed,Shipped
000005LGSASAE000006000,1000117686,LAST MILE HUB CHICAGO,020121-BULKXPOORD,TONAL1000118051,SAN FRANCISCO,2/1/2021 5:42:07 PM -05:00,,,FALSE,Completed,Shipped
000005LGSASLI000006000,1000117739,LAST MILE HUB CHICAGO,020121-BULKXPOORD,TONAL1000118051,SAN FRANCISCO,2/1/2021 5:42:07 PM -05:00,,,FALSE,Completed,Shipped
000005LGTFGM6000002000,1000117088,LAST MILE HUB CHICAGO,020121-BULKXPOORD,TONAL1000118051,SAN FRANCISCO,2/1/2021 5:42:08 PM -05:00,,,FALSE,Completed,Shipped
000005LGU1SO6000004000,1000109371,LAST MILE HUB CHICAGO,020121-BULKXPOORD,TONAL1000118051,SAN FRANCISCO,2/1/2021 5:42:08 PM -05:00,,,FALSE,Completed,Shipped
000005LGV6E06000004000,1000115868,LAST MILE HUB CHICAGO,020121-BULKXPOORD,TONAL1000118051,SAN FRANCISCO,2/1/2021 5:42:08 PM -05:00,,,FALSE,Completed,Shipped
000005LGV6F7Q000002000,1000115799,LAST MILE HUB CHICAGO,020121-BULKXPOORD,TONAL1000118051,SAN FRANCISCO,2/1/2021 5:42:08 PM -05:00,,,FALSE,Completed,Shipped
000005LGV6FKI000002000,1000115695,LAST MILE HUB CHICAGO,020121-BULKXPOORD,TONAL1000118051,SAN FRANCISCO,2/1/2021 5:42:08 PM -05:00,,,FALSE,Completed,Shipped
000005LGVOR3A000004000,1000115451,LAST MILE HUB CHICAGO,020121-BULKXPOORD,TONAL1000118051,SAN FRANCISCO,2/1/2021 5:42:08 PM -05:00,,,FALSE,Completed,Shipped
000005LGVORTU000002000,1000115142,LAST MILE HUB CHICAGO,020121-BULKXPOORD,TONAL1000118051,SAN FRANCISCO,2/1/2021 5:42:08 PM -05:00,,,FALSE,Completed,Shipped
000005LH0B39A000006000,1000109164,LAST MILE HUB CHICAGO,020121-BULKXPOORD,TONAL1000118051,SAN FRANCISCO,2/1/2021 5:42:08 PM -05:00,,,FALSE,Completed,Shipped
000005LH0B3G4000004000,1000114376,LAST MILE HUB CHICAGO,020121-BULKXPOORD,TONAL1000118051,SAN FRANCISCO,2/1/2021 5:42:09 PM -05:00,,,FALSE,Completed,Shipped
000005LH0B446000006000,1000114131,LAST MILE HUB CHICAGO,020121-BULKXPOORD,TONAL1000118051,SAN FRANCISCO,2/1/2021 5:47:07 PM -05:00,,,FALSE,Completed,Shipped
000005LH0B478000002000,1000116578,LAST MILE HUB CHICAGO,020121-BULKXPOORD,TONAL1000118051,SAN FRANCISCO,2/1/2021 5:47:07 PM -05:00,,,FALSE,Completed,Shipped
000005LH0TFKE000002000,1000119199,LAST MILE HUB CHICAGO,020121-BULKXPOORD,TONAL1000118051,SAN FRANCISCO,2/1/2021 5:47:07 PM -05:00,,,FALSE,Completed,Shipped
000005LH1GIMU000002000,1000118051,LAST MILE HUB CHICAGO,020121-BULKXPOORD,TONAL1000118051,SAN FRANCISCO,2/1/2021 5:47:07 PM -05:00,,,FALSE,Completed,Shipped
000005OBMBFSU000006000,1000115799,LAST MILE HUB CHICAGO,020121-BULKXPOORD,TONAL1000118051,SAN FRANCISCO,2/1/2021 5:47:07 PM -05:00,,,FALSE,Completed,Shipped
000005OGR77SK000004000,1000116578,LAST MILE HUB CHICAGO,020121-BULKXPOORD,TONAL1000118051,SAN FRANCISCO,2/1/2021 5:47:08 PM -05:00,,,FALSE,Cancelled,Not Received
000005PKSEG2K000004000,1000115799,LAST MILE HUB CHICAGO,020121-BULKXPOORD,TONAL1000118051,SAN FRANCISCO,2/1/2021 5:47:08 PM -05:00,,,FALSE,Completed,Shipped
000005LGN62JS000004000,17117-RMA-3,LAST MILE HUB WEST PALM BEACH,020121-BULKXPOPBI,736862,SAN FRANCISCO,2/1/2021 5:47:08 PM -05:00,2/9/2021,2/12/2021 12:00 AM,TRUE,Completed,Shipped
000005LGNOCMU000002000,1000114756-RMA,LAST MILE HUB WEST PALM BEACH,020121-BULKXPOPBI,736862,SAN FRANCISCO,2/1/2021 5:47:08 PM -05:00,2/9/2021,2/12/2021 12:00 AM,TRUE,Completed,Shipped
000005QKSNMFK000006000,1000114756-RMA,LAST MILE HUB WEST PALM BEACH,020121-BULKXPOPBI,736862,SAN FRANCISCO,2/1/2021 5:47:08 PM -05:00,2/9/2021,2/12/2021 12:00 AM,TRUE,Cancelled,Not Received
000005LGM1CQO000002000,1000108474-RMA,LAST MILE HUB PORTLAND,020121-BULKXPOPDX,736786,SAN FRANCISCO,2/1/2021 5:47:08 PM -05:00,2/9/2021,2/10/2021 12:00 AM,TRUE,Cancelled,Fully Received
000005LGR6A1C000004000,1000118736,LAST MILE HUB PORTLAND,020121-BULKXPOPDX,736786,SAN FRANCISCO,2/1/2021 5:52:09 PM -05:00,2/9/2021,2/10/2021 12:00 AM,TRUE,Completed,Shipped
000005LGST8VK000004000,1000117459,LAST MILE HUB PORTLAND,020121-BULKXPOPDX,736786,SAN FRANCISCO,2/1/2021 5:52:09 PM -05:00,2/9/2021,2/10/2021 12:00 AM,TRUE,Completed,Shipped
000005LGU1Q8M000004000,1000116767,LAST MILE HUB PORTLAND,020121-BULKXPOPDX,736786,SAN FRANCISCO,2/1/2021 5:52:09 PM -05:00,2/9/2021,2/10/2021 12:00 AM,TRUE,Completed,Shipped
000005LGU1QFU000004000,1000119301,LAST MILE HUB PORTLAND,020121-BULKXPOPDX,736786,SAN FRANCISCO,2/1/2021 5:52:09 PM -05:00,2/9/2021,2/10/2021 12:00 AM,TRUE,Completed,Shipped
000005LH0B3VC000002000,1000114173,LAST MILE HUB PORTLAND,020121-BULKXPOPDX,736786,SAN FRANCISCO,2/1/2021 5:52:09 PM -05:00,2/9/2021,2/10/2021 12:00 AM,TRUE,Completed,Shipped
000005LH0TEJ8000006000,1000116646,LAST MILE HUB PORTLAND,020121-BULKXPOPDX,736786,SAN FRANCISCO,2/1/2021 5:52:09 PM -05:00,2/9/2021,2/10/2021 12:00 AM,TRUE,Completed,Shipped
000005O2ACJIQ000006000,1000117459,LAST MILE HUB PORTLAND,020121-BULKXPOPDX,736786,SAN FRANCISCO,2/1/2021 5:52:09 PM -05:00,2/9/2021,2/10/2021 12:00 AM,TRUE,Completed,Shipped
000005LGOT25C000006000,1000116362,LAST MILE HUB PHOENIX,020121-BULKXPOPHX,736230,SAN FRANCISCO,2/1/2021 5:52:09 PM -05:00,2/4/2021,2/11/2021 12:00 AM,TRUE,Completed,Shipped
000005LGOT35I000004000,1000117607,LAST MILE HUB PHOENIX,020121-BULKXPOPHX,736230,SAN FRANCISCO,2/1/2021 5:52:09 PM -05:00,2/4/2021,2/11/2021 12:00 AM,TRUE,Completed,Shipped
000005LGQ1KP2000006000,1000118377,LAST MILE HUB PHOENIX,020121-BULKXPOPHX,736230,SAN FRANCISCO,2/1/2021 5:52:09 PM -05:00,2/4/2021,2/11/2021 12:00 AM,TRUE,Completed,Shipped
000005LGQ1OH0000004000,1000118712,LAST MILE HUB PHOENIX,020121-BULKXPOPHX,736230,SAN FRANCISCO,2/1/2021 5:57:08 PM -05:00,2/4/2021,2/11/2021 12:00 AM,TRUE,Completed,Shipped
000005LGROS6E000004000,1000117998,LAST MILE HUB PHOENIX,020121-BULKXPOPHX,736230,SAN FRANCISCO,2/1/2021 5:57:08 PM -05:00,2/4/2021,2/11/2021 12:00 AM,TRUE,Completed,Shipped
000005LGROST6000006000,1000118163,LAST MILE HUB PHOENIX,020121-BULKXPOPHX,736230,SAN FRANCISCO,2/1/2021 5:57:08 PM -05:00,2/4/2021,2/11/2021 12:00 AM,TRUE,Completed,Shipped
000005LGU1QNI000002000,1000116641,LAST MILE HUB PHOENIX,020121-BULKXPOPHX,736230,SAN FRANCISCO,2/1/2021 5:57:08 PM -05:00,2/4/2021,2/11/2021 12:00 AM,TRUE,Cancelled,Fully Received
000005LGVOR2A000006000,1000119400,LAST MILE HUB PHOENIX,020121-BULKXPOPHX,736230,SAN FRANCISCO,2/1/2021 5:57:08 PM -05:00,2/4/2021,2/11/2021 12:00 AM,TRUE,Completed,Shipped
000005LH0B3HM000006000,1000114067,LAST MILE HUB PHOENIX,020121-BULKXPOPHX,736230,SAN FRANCISCO,2/1/2021 5:57:08 PM -05:00,2/4/2021,2/11/2021 12:00 AM,TRUE,Completed,Shipped
000005LGN6264000004000,13378189-RMA,LAST MILE HUB RALEIGH,020121-BULKXPORDU,736893,SAN FRANCISCO,2/1/2021 5:57:09 PM -05:00,2/9/2021,2/12/2021 12:00 AM,TRUE,Completed,Shipped
000005LGNOC3G000002000,1000107846-RMA,LAST MILE HUB RICHMOND,020121-BULKXPORIC,736096,NEWARK,2/1/2021 6:02:08 PM -05:00,2/16/2021,2/17/2021 12:00 AM,TRUE,Completed,Shipped
000005LGOT2Q4000004000,1000115760,LAST MILE HUB SAN DIEGO,020121-BULKXPOSAN,736992,SAN FRANCISCO,2/1/2021 6:02:08 PM -05:00,2/8/2021,2/11/2021 12:00 AM,TRUE,Completed,Shipped
000005LGPFBQ4000004000,1000119097,LAST MILE HUB SAN DIEGO,020121-BULKXPOSAN,736992,SAN FRANCISCO,2/1/2021 6:02:08 PM -05:00,2/8/2021,2/11/2021 12:00 AM,TRUE,Completed,Shipped
000005LGROUMS000002000,1000118099,LAST MILE HUB SAN DIEGO,020121-BULKXPOSAN,736992,SAN FRANCISCO,2/1/2021 6:02:08 PM -05:00,2/8/2021,2/11/2021 12:00 AM,TRUE,Completed,Shipped
000005LGV6FCU000006000,1000115660,LAST MILE HUB SAN DIEGO,020121-BULKXPOSAN,736992,SAN FRANCISCO,2/1/2021 6:02:08 PM -05:00,2/8/2021,2/11/2021 12:00 AM,TRUE,Completed,Shipped
000005LGV6JNK000006000,1000115460,LAST MILE HUB SAN DIEGO,020121-BULKXPOSAN,736992,SAN FRANCISCO,2/1/2021 6:02:09 PM -05:00,2/8/2021,2/11/2021 12:00 AM,TRUE,Completed,Shipped
000005Q5DQJQQ000002000,1000115460,LAST MILE HUB SAN DIEGO,020121-BULKXPOSAN,736992,SAN FRANCISCO,2/1/2021 6:02:09 PM -05:00,2/8/2021,2/11/2021 12:00 AM,TRUE,Completed,Shipped
000005LGM1D4G000004000,1000117164,LAST MILE HUB SAN ANTONIO,020121-BULKXPOSAT,737135,SAN FRANCISCO,2/1/2021 6:02:09 PM -05:00,2/10/2021,2/12/2021 12:00 AM,TRUE,Completed,Shipped
000005LGNOC0M000006000,1000116890,LAST MILE HUB SAN ANTONIO,020121-BULKXPOSAT,737135,SAN FRANCISCO,2/1/2021 6:02:10 PM -05:00,2/10/2021,2/12/2021 12:00 AM,TRUE,Completed,Shipped
000005LGSTACU000002001,1000117362,LAST MILE HUB SAN ANTONIO,020121-BULKXPOSAT,737135,SAN FRANCISCO,2/1/2021 6:02:10 PM -05:00,2/10/2021,2/12/2021 12:00 AM,TRUE,Completed,Shipped
000005LH0TE8M000006000,1000119158,LAST MILE HUB SAN ANTONIO,020121-BULKXPOSAT,737135,SAN FRANCISCO,2/1/2021 6:07:08 PM -05:00,2/10/2021,2/12/2021 12:00 AM,TRUE,Completed,Shipped
000005LGROQUA000004000,1000118072,LAST MILE HUB LOUISVILLE,020121-BULKXPOSDF,736994,SAN FRANCISCO,2/1/2021 6:07:08 PM -05:00,2/9/2021,2/12/2021 12:00 AM,TRUE,Completed,Shipped
000005LGU1QO0000002000,1000114288,LAST MILE HUB LOUISVILLE,020121-BULKXPOSDF,736994,SAN FRANCISCO,2/1/2021 6:07:08 PM -05:00,2/9/2021,2/12/2021 12:00 AM,TRUE,Completed,Shipped
000005LGUK4S2000002000,1000119150,LAST MILE HUB LOUISVILLE,020121-BULKXPOSDF,736994,SAN FRANCISCO,2/1/2021 6:07:08 PM -05:00,2/9/2021,2/12/2021 12:00 AM,TRUE,Completed,Shipped
000005LGV6F6M000004000,1000112351,LAST MILE HUB LOUISVILLE,020121-BULKXPOSDF,736994,SAN FRANCISCO,2/1/2021 6:07:08 PM -05:00,2/9/2021,2/12/2021 12:00 AM,TRUE,Completed,Shipped
000005LH0B3NQ000002000,1000112403,LAST MILE HUB LOUISVILLE,020121-BULKXPOSDF,736994,SAN FRANCISCO,2/1/2021 6:07:08 PM -05:00,2/9/2021,2/12/2021 12:00 AM,TRUE,Completed,Shipped
000005LGMJPQG000004000,1000119304,LAST MILE HUB SEATTLE,020121-BULKXPOSEA,736991,SAN FRANCISCO,2/1/2021 6:07:08 PM -05:00,2/9/2021,2/10/2021 12:00 AM,TRUE,Completed,Shipped
000005LGOT2TA000004000,1000118915,LAST MILE HUB SEATTLE,020121-BULKXPOSEA,736991,SAN FRANCISCO,2/1/2021 6:12:06 PM -05:00,2/9/2021,2/10/2021 12:00 AM,TRUE,Completed,Shipped
000005LGST84G000004000,1000117384,LAST MILE HUB SEATTLE,020121-BULKXPOSEA,736991,SAN FRANCISCO,2/1/2021 6:12:06 PM -05:00,2/9/2021,2/10/2021 12:00 AM,TRUE,Completed,Shipped
000005LH0B91U000004000,1000112078,LAST MILE HUB SEATTLE,020121-BULKXPOSEA,736991,SAN FRANCISCO,2/1/2021 6:12:06 PM -05:00,2/9/2021,2/10/2021 12:00 AM,TRUE,Completed,Shipped
000005LH0TEII000002000,1000118344,LAST MILE HUB SEATTLE,020121-BULKXPOSEA,736991,SAN FRANCISCO,2/1/2021 6:12:07 PM -05:00,2/9/2021,2/10/2021 12:00 AM,TRUE,Completed,Shipped
000005P1TMCF8000004000,1000118344,LAST MILE HUB SEATTLE,020121-BULKXPOSEA,736991,SAN FRANCISCO,2/1/2021 6:12:09 PM -05:00,2/9/2021,2/10/2021 12:00 AM,TRUE,Completed,Shipped
000005LGNOCP8000004000,1000049837-RMA-3,LAST MILE HUB UNION CITY,020121-BULKXPOSFO,737085,SAN FRANCISCO,2/1/2021 6:17:12 PM -05:00,,2/10/2021 12:00 AM,TRUE,Completed,Shipped
000005LH0TK4I000004000,1000157570,LAST MILE HUB UNION CITY,020121-BULKXPOSFO,737085,SAN FRANCISCO,2/1/2021 6:17:12 PM -05:00,,2/10/2021 12:00 AM,TRUE,Completed,Shipped
000005LH0TLCO000004000,1000156404,LAST MILE HUB UNION CITY,020121-BULKXPOSFO,737085,SAN FRANCISCO,2/1/2021 6:17:12 PM -05:00,,2/10/2021 12:00 AM,TRUE,Completed,Shipped
000005LGOT2RU000004000,1000119045,LAST MILE HUB SALT LAKE CITY,020121-BULKXPOSLC,736977,SAN FRANCISCO,2/1/2021 6:17:12 PM -05:00,2/9/2021,2/10/2021 12:00 AM,TRUE,Completed,Shipped
000005LGQJUB2000002000,1000118443,LAST MILE HUB SALT LAKE CITY,020121-BULKXPOSLC,736977,SAN FRANCISCO,2/1/2021 6:17:12 PM -05:00,2/9/2021,2/10/2021 12:00 AM,TRUE,Completed,Shipped
000005LGQJUF4000004000,1000118422,LAST MILE HUB SALT LAKE CITY,020121-BULKXPOSLC,736977,SAN FRANCISCO,2/1/2021 6:17:12 PM -05:00,2/9/2021,2/10/2021 12:00 AM,TRUE,Completed,Shipped
000005LGSARPO000006000,1000114862,LAST MILE HUB SALT LAKE CITY,020121-BULKXPOSLC,736977,SAN FRANCISCO,2/1/2021 6:17:12 PM -05:00,2/9/2021,2/10/2021 12:00 AM,TRUE,Completed,Shipped
000005LGTFH1K000004000,1000116792,LAST MILE HUB SALT LAKE CITY,020121-BULKXPOSLC,736977,SAN FRANCISCO,2/1/2021 6:17:12 PM -05:00,2/9/2021,2/10/2021 12:00 AM,TRUE,Completed,Shipped
000005LH0TEA2000006000,1000114508,LAST MILE HUB SALT LAKE CITY,020121-BULKXPOSLC,736977,SAN FRANCISCO,2/1/2021 6:17:12 PM -05:00,2/9/2021,2/10/2021 12:00 AM,TRUE,Completed,Shipped
000005U0HDQAM000002000,,LAST MILE HUB SALT LAKE CITY,020121-BULKXPOSLC,736977,SAN FRANCISCO,2/1/2021 6:17:13 PM -05:00,2/9/2021,2/10/2021 12:00 AM,TRUE,Completed,Shipped
000005VOO6F9S000004000,,LAST MILE HUB SALT LAKE CITY,020121-BULKXPOSLC,736977,SAN FRANCISCO,2/1/2021 6:17:13 PM -05:00,2/9/2021,2/10/2021 12:00 AM,TRUE,Completed,Shipped
000005LGM1CPO000004000,1000117993,LAST MILE HUB SACRAMENTO,020121-BULKXPOSMF,737107,SAN FRANCISCO,2/1/2021 6:17:13 PM -05:00,2/10/2021,2/10/2021 12:00 AM,TRUE,Completed,Shipped
000005LGN63HE000004000,7459-RMA-3,LAST MILE HUB SACRAMENTO,020121-BULKXPOSMF,737107,SAN FRANCISCO,2/1/2021 6:19:18 PM -05:00,2/10/2021,2/10/2021 12:00 AM,TRUE,Cancelled,Not Received
000005LGST8BE000002000,1000117017,LAST MILE HUB SACRAMENTO,020121-BULKXPOSMF,737107,SAN FRANCISCO,2/1/2021 6:21:55 PM -05:00,2/10/2021,2/10/2021 12:00 AM,TRUE,Completed,Shipped
000005LGV6F1M000002000,1000115859,LAST MILE HUB ST. LOUIS,020121-BULKXPOSTL,737151,SAN FRANCISCO,2/1/2021 6:22:08 PM -05:00,2/10/2021,2/12/2021 12:00 AM,TRUE,Completed,Shipped
000005LGVP1C2000004000,1000114563,LAST MILE HUB ST. LOUIS,020121-BULKXPOSTL,737151,SAN FRANCISCO,2/1/2021 6:22:08 PM -05:00,2/10/2021,2/12/2021 12:00 AM,TRUE,Completed,Shipped
000005LH0B674000002000,1000114520,LAST MILE HUB ST. LOUIS,020121-BULKXPOSTL,737151,SAN FRANCISCO,2/1/2021 6:22:08 PM -05:00,2/10/2021,2/12/2021 12:00 AM,TRUE,Completed,Shipped
000005LGOT2VS000004000,1000119015,LAST MILE HUB KNOXVILLE,020121-BULKXPOTYS,737155,SAN FRANCISCO,2/1/2021 6:22:08 PM -05:00,2/11/2021,2/19/2021 12:00 AM,TRUE,Completed,Shipped
000005LH0B3AE000006000,1000115334,LAST MILE HUB KNOXVILLE,020121-BULKXPOTYS,737155,SAN FRANCISCO,2/1/2021 6:22:08 PM -05:00,2/11/2021,2/19/2021 12:00 AM,TRUE,Completed,Shipped
000005LLSJOQI000004000,1000118638,LAST MILE HUB ALBUQUERQUE,020221-BULKXPOABQ,737160,SAN FRANCISCO,2/1/2021 6:22:08 PM -05:00,2/10/2021,2/15/2021 12:00 AM,TRUE,Completed,Shipped
000005LLTODPC000006000,1000119093,LAST MILE HUB ALBUQUERQUE,020221-BULKXPOABQ,737160,SAN FRANCISCO,2/1/2021 6:22:08 PM -05:00,2/10/2021,2/15/2021 12:00 AM,TRUE,Completed,Shipped
000005LLTOEK6000002000,1000109581-RMA,LAST MILE HUB ALBUQUERQUE,020221-BULKXPOABQ,737160,SAN FRANCISCO,2/1/2021 6:22:08 PM -05:00,2/10/2021,2/15/2021 12:00 AM,TRUE,Cancelled,Not Received
000005LLUAMS6000004000,1000114135-RMA,LAST MILE HUB ALBUQUERQUE,020221-BULKXPOABQ,737160,SAN FRANCISCO,2/1/2021 6:22:08 PM -05:00,2/10/2021,2/15/2021 12:00 AM,TRUE,Cancelled,Not Received
000005LLT65NK000004000,1000111076-RMA,LAST MILE HUB ALBANY,020221-BULKXPOALB,736318,NEWARK,2/1/2021 6:22:08 PM -05:00,2/10/2021,2/12/2021 12:00 AM,TRUE,Cancelled,Not Received
000005LLQARVQ000004000,1000119498,LAST MILE HUB AUSTIN,020221-BULKXPOAUS,737159,SAN FRANCISCO,2/1/2021 6:22:08 PM -05:00,2/10/2021,2/12/2021 12:00 AM,TRUE,Completed,Shipped
000005LLS1HCU000002000,1000118402,LAST MILE HUB AUSTIN,020221-BULKXPOAUS,737159,SAN FRANCISCO,2/1/2021 6:22:08 PM -05:00,2/10/2021,2/12/2021 12:00 AM,TRUE,Completed,Shipped
